institut,datum,befragte,zeitraum,typ,partei,anteil
forsa,2015-03-04,2502,23.02.–27.02.,keineangabe,CDU/CSU,0.41
forsa,2015-02-25,2501,16.02.–20.02.,keineangabe,CDU/CSU,0.42
forsa,2015-02-18,2502,09.02.–13.02.,keineangabe,CDU/CSU,0.43
forsa,2015-02-11,2503,02.02.–06.02.,keineangabe,CDU/CSU,0.42
forsa,2015-02-04,2510,26.01.–30.01.,keineangabe,CDU/CSU,0.42
forsa,2015-01-28,2015,19.01.–23.01.,keineangabe,CDU/CSU,0.42
forsa,2015-01-21,2502,12.01.–16.01.,keineangabe,CDU/CSU,0.42
forsa,2015-01-14,2504,05.01.–09.01.,keineangabe,CDU/CSU,0.42
forsa,2015-01-07,1002,02.01.–05.01.,keineangabe,CDU/CSU,0.42
forsa,2015-01-01,2504,15.12.–19.12.,keineangabe,CDU/CSU,0.42
forsa,2014-12-16,2504,08.12.–12.12.,keineangabe,CDU/CSU,0.43
forsa,2014-12-10,2503,01.12.–05.12.,keineangabe,CDU/CSU,0.41
forsa,2014-12-03,2502,24.11.–28.11.,keineangabe,CDU/CSU,0.41
forsa,2014-11-26,2501,17.11.–21.11.,keineangabe,CDU/CSU,0.42
forsa,2014-11-19,2501,10.11.–14.11.,keineangabe,CDU/CSU,0.42
forsa,2014-11-12,2502,03.11.–07.11.,keineangabe,CDU/CSU,0.41
forsa,2014-11-05,2504,27.10.–31.10.,keineangabe,CDU/CSU,0.41
forsa,2014-10-29,2504,20.10.–24.10.,keineangabe,CDU/CSU,0.41
forsa,2014-10-22,2504,13.10.–17.10.,keineangabe,CDU/CSU,0.41
forsa,2014-10-15,2505,06.10.–10.10.,keineangabe,CDU/CSU,0.4
forsa,2014-10-07,2004,29.09.–02.10.,keineangabe,CDU/CSU,0.41
forsa,2014-10-01,2501,22.09.–26.09.,keineangabe,CDU/CSU,0.42
forsa,2014-09-23,2501,15.09.–19.09.,keineangabe,CDU/CSU,0.42
forsa,2014-09-17,2503,08.09.–12.09.,keineangabe,CDU/CSU,0.41
forsa,2014-09-10,2502,01.09.–05.09.,keineangabe,CDU/CSU,0.42
forsa,2014-09-03,2504,25.08.–29.08.,keineangabe,CDU/CSU,0.41
forsa,2014-08-27,2504,18.08.–22.08.,keineangabe,CDU/CSU,0.42
forsa,2014-08-20,2502,11.08.–15.08.,keineangabe,CDU/CSU,0.42
forsa,2014-08-13,2500,04.08.–08.08.,keineangabe,CDU/CSU,0.42
forsa,2014-08-06,2501,28.07.–01.08.,keineangabe,CDU/CSU,0.43
forsa,2014-07-30,2501,21.07.–25.07.,keineangabe,CDU/CSU,0.43
forsa,2014-07-23,2505,14.07.–18.07.,keineangabe,CDU/CSU,0.43
forsa,2014-07-16,2503,07.07.–11.07.,keineangabe,CDU/CSU,0.41
forsa,2014-07-09,2014,30.06.–04.07.,keineangabe,CDU/CSU,0.41
forsa,2014-07-02,2502,23.06.–27.06.,keineangabe,CDU/CSU,0.41
forsa,2014-06-25,2504,16.06.–20.06.,keineangabe,CDU/CSU,0.41
forsa,2014-06-17,2001,10.06.–13.06.,keineangabe,CDU/CSU,0.39
forsa,2014-06-11,2501,02.06.–06.06.,keineangabe,CDU/CSU,0.39
forsa,2014-06-04,2002,26.05.–30.05.,keineangabe,CDU/CSU,0.38
forsa,2014-05-27,2503,19.05.–23.05.,keineangabe,CDU/CSU,0.4
forsa,2014-05-21,2501,12.05.–16.05.,keineangabe,CDU/CSU,0.4
forsa,2014-05-14,2504,05.05.–09.05.,keineangabe,CDU/CSU,0.4
forsa,2014-05-07,2001,28.04.–02.05.,keineangabe,CDU/CSU,0.41
forsa,2014-04-29,2002,22.04.–25.04.,keineangabe,CDU/CSU,0.41
forsa,2014-04-23,2002,14.04.–17.04.,keineangabe,CDU/CSU,0.41
forsa,2014-04-15,2501,07.04.–11.04.,keineangabe,CDU/CSU,0.41
forsa,2014-04-09,2502,31.03.–04.04.,keineangabe,CDU/CSU,0.42
forsa,2014-04-02,2501,24.03.–28.03.,keineangabe,CDU/CSU,0.42
forsa,2014-03-26,2502,17.03.–21.03.,keineangabe,CDU/CSU,0.41
forsa,2014-03-19,2500,10.03.–14.03.,keineangabe,CDU/CSU,0.42
forsa,2014-03-12,2503,03.03.–07.03.,keineangabe,CDU/CSU,0.42
forsa,2014-03-05,2500,24.02.–28.02.,keineangabe,CDU/CSU,0.4
forsa,2014-02-26,2502,17.02.–21.02.,keineangabe,CDU/CSU,0.41
forsa,2014-02-19,2502,10.02.–14.02.,keineangabe,CDU/CSU,0.4
forsa,2014-02-12,2502,03.02.–07.02.,keineangabe,CDU/CSU,0.41
forsa,2014-02-05,2501,27.01.–31.01.,keineangabe,CDU/CSU,0.42
forsa,2014-01-29,2503,20.01.–24.01.,keineangabe,CDU/CSU,0.42
forsa,2014-01-22,2502,13.01.–17.01.,keineangabe,CDU/CSU,0.41
forsa,2014-01-15,2503,06.01.–10.01.,keineangabe,CDU/CSU,0.4
forsa,2014-01-08,1003,02.01.–03.01.,keineangabe,CDU/CSU,0.41
forsa,2014-01-01,2508,16.12.–20.12.,keineangabe,CDU/CSU,0.42
forsa,2013-12-17,2505,09.12.–13.12.,keineangabe,CDU/CSU,0.42
forsa,2013-12-11,2504,02.12.–06.12.,keineangabe,CDU/CSU,0.43
forsa,2013-12-04,2507,25.11.–29.11.,keineangabe,CDU/CSU,0.42
forsa,2013-11-27,2500,18.11.–22.11.,keineangabe,CDU/CSU,0.42
forsa,2013-11-20,2501,11.11.–15.11.,keineangabe,CDU/CSU,0.41
forsa,2013-11-13,2501,04.11.–08.11.,keineangabe,CDU/CSU,0.41
forsa,2013-11-06,2500,28.10.–01.11.,keineangabe,CDU/CSU,0.42
forsa,2013-10-30,2501,21.10.–25.10.,keineangabe,CDU/CSU,0.42
forsa,2013-10-23,2500,14.10.–18.10.,keineangabe,CDU/CSU,0.43
forsa,2013-10-16,2501,07.10.–11.10.,keineangabe,CDU/CSU,0.44
forsa,2013-10-09,2000,30.09.–04.10.,keineangabe,CDU/CSU,0.45
forsa,2013-10-01,2499,23.09.–27.09.,keineangabe,CDU/CSU,0.42
politbarometer,2017-05-19,1344,16.05.–18.05.,keineangabe,CDU/CSU,0.38
politbarometer,2017-04-28,1328,25.04.–27.04.,keineangabe,CDU/CSU,0.37
politbarometer,2017-04-07,1384,04.04.–06.04.,keineangabe,CDU/CSU,0.35
politbarometer,2017-03-10,1212,07.03.–09.03.,keineangabe,CDU/CSU,0.34
politbarometer,2017-02-17,1231,14.02.–16.02.,keineangabe,CDU/CSU,0.34
politbarometer,2017-01-27,1303,24.01.–26.01.,keineangabe,CDU/CSU,0.36
politbarometer,2017-01-13,1292,10.01.–12.01.,keineangabe,CDU/CSU,0.36
politbarometer,2016-12-09,1234,06.12.–08.12.,keineangabe,CDU/CSU,0.36
politbarometer,2016-11-25,1258,22.11.–24.11.,keineangabe,CDU/CSU,0.36
politbarometer,2016-11-11,1276,08.11.–10.11.,keineangabe,CDU/CSU,0.34
politbarometer,2016-10-28,1287,25.10.–27.10.,keineangabe,CDU/CSU,0.33
politbarometer,2016-10-14,1188,11.10.–13.10.,keineangabe,CDU/CSU,0.34
politbarometer,2016-09-23,1241,20.09.–22.09.,keineangabe,CDU/CSU,0.33
politbarometer,2016-08-12,1221,09.08.–11.08.,keineangabe,CDU/CSU,0.35
politbarometer,2016-07-22,1271,19.07.–21.07.,keineangabe,CDU/CSU,0.35
politbarometer,2016-07-08,1320,04.07.–07.07.,keineangabe,CDU/CSU,0.34
politbarometer,2016-06-24,1224,20.06.–23.06.,keineangabe,CDU/CSU,0.34
politbarometer,2016-06-03,1292,31.05.–02.06.,keineangabe,CDU/CSU,0.33
politbarometer,2016-05-13,1263,10.05.–12.05.,keineangabe,CDU/CSU,0.33
politbarometer,2016-04-22,1226,19.04.–21.04.,keineangabe,CDU/CSU,0.33
politbarometer,2016-04-08,1261,05.04.–07.04.,keineangabe,CDU/CSU,0.36
politbarometer,2016-03-18,1205,15.03.–17.03.,keineangabe,CDU/CSU,0.35
politbarometer,2016-02-19,1289,16.02.–18.02.,keineangabe,CDU/CSU,0.36
politbarometer,2016-01-29,1380,26.01.–28.01.,keineangabe,CDU/CSU,0.37
politbarometer,2016-01-15,1203,12.01.–14.01.,keineangabe,CDU/CSU,0.37
politbarometer,2015-12-11,1246,08.12.–10.12.,keineangabe,CDU/CSU,0.39
politbarometer,2015-11-27,1246,24.11.–26.11.,keineangabe,CDU/CSU,0.39
politbarometer,2015-11-13,1262,10.11.–12.11.,keineangabe,CDU/CSU,0.39
politbarometer,2015-10-23,1258,20.10.–22.10.,keineangabe,CDU/CSU,0.39
politbarometer,2015-10-09,1268,06.10.–08.10.,keineangabe,CDU/CSU,0.41
politbarometer,2015-09-25,1252,22.09.–24.09.,keineangabe,CDU/CSU,0.41
politbarometer,2015-09-11,1352,08.09.–10.09.,keineangabe,CDU/CSU,0.42
politbarometer,2015-08-21,1251,18.08.–20.08.,keineangabe,CDU/CSU,0.42
politbarometer,2015-07-24,1304,21.07.–23.07.,keineangabe,CDU/CSU,0.41
politbarometer,2015-07-03,1234,30.06.–02.07.,keineangabe,CDU/CSU,0.41
politbarometer,2015-06-12,1230,09.06.–11.06.,keineangabe,CDU/CSU,0.41
politbarometer,2015-05-22,1230,19.05.–21.05.,keineangabe,CDU/CSU,0.4
politbarometer,2015-04-17,1224,14.04.–16.04.,keineangabe,CDU/CSU,0.41
politbarometer,2015-03-27,1219,24.03.–26.03.,keineangabe,CDU/CSU,0.41
politbarometer,2015-03-13,1266,10.03.–12.03.,keineangabe,CDU/CSU,0.43
politbarometer,2015-02-27,1154,24.02.–26.02.,keineangabe,CDU/CSU,0.41
politbarometer,2015-01-30,1258,27.01.–29.01.,keineangabe,CDU/CSU,0.41
politbarometer,2015-01-16,1287,13.01.–15.01.,keineangabe,CDU/CSU,0.42
politbarometer,2014-12-12,1269,08.12.–11.12.,keineangabe,CDU/CSU,0.42
politbarometer,2014-11-28,1289,25.11.–27.11.,keineangabe,CDU/CSU,0.41
politbarometer,2014-11-14,1242,11.11.–13.11.,keineangabe,CDU/CSU,0.41
politbarometer,2014-10-24,1268,21.10.–23.10.,keineangabe,CDU/CSU,0.41
politbarometer,2014-10-10,1379,07.10.–09.10.,keineangabe,CDU/CSU,0.41
politbarometer,2014-09-26,1184,23.09.–25.09.,keineangabe,CDU/CSU,0.41
politbarometer,2014-09-05,1179,02.09.–04.09.,keineangabe,CDU/CSU,0.42
politbarometer,2014-08-22,1264,19.08.–21.08.,keineangabe,CDU/CSU,0.41
politbarometer,2014-07-18,1273,15.07.–17.07.,keineangabe,CDU/CSU,0.41
politbarometer,2014-06-27,1315,23.06.–25.06.,keineangabe,CDU/CSU,0.39
politbarometer,2014-06-05,1215,02.06.–04.06.,keineangabe,CDU/CSU,0.39
politbarometer,2014-05-09,1223,06.05.–08.05.,keineangabe,CDU/CSU,0.4
politbarometer,2014-04-11,1226,08.04.–10.04.,keineangabe,CDU/CSU,0.41
politbarometer,2014-03-28,1255,25.03.–27.03.,keineangabe,CDU/CSU,0.41
politbarometer,2014-03-14,1284,11.03.–13.03.,keineangabe,CDU/CSU,0.41
politbarometer,2014-02-21,1219,18.02.–20.02.,keineangabe,CDU/CSU,0.43
politbarometer,2014-01-31,1208,28.01.–30.01.,keineangabe,CDU/CSU,0.43
politbarometer,2014-01-17,1237,14.01.–16.01.,keineangabe,CDU/CSU,0.43
politbarometer,2013-12-13,1255,10.12.–12.12.,keineangabe,CDU/CSU,0.42
politbarometer,2013-11-29,1270,26.11.–28.11.,keineangabe,CDU/CSU,0.42
politbarometer,2013-11-08,1288,05.11.–07.11.,keineangabe,CDU/CSU,0.42
politbarometer,2013-10-18,1183,15.10.–17.10.,keineangabe,CDU/CSU,0.42
politbarometer,2013-09-27,1293,24.09.–26.09.,keineangabe,CDU/CSU,0.43
gms,2017-05-04,1004,30.04.–03.05.,telefon,CDU/CSU,0.36
gms,2017-03-23,1008,16.03.–22.03.,telefon,CDU/CSU,0.34
gms,2017-02-09,1009,02.02.–08.02.,telefon,CDU/CSU,0.33
gms,2017-01-05,1006,28.12.–04.01.,telefon,CDU/CSU,0.36
gms,2016-11-03,1012,27.10.–02.11.,telefon,CDU/CSU,0.33
gms,2016-10-13,1003,07.10.–12.10.,telefon,CDU/CSU,0.34
gms,2016-09-15,1010,09.09.–14.09.,telefon,CDU/CSU,0.33
gms,2016-07-14,1005,08.07.–13.07.,telefon,CDU/CSU,0.34
gms,2016-06-02,1004,27.05.–01.06.,telefon,CDU/CSU,0.32
gms,2016-04-21,1008,15.04.–20.04.,telefon,CDU/CSU,0.35
gms,2016-03-17,1010,14.03.–16.03.,telefon,CDU/CSU,0.36
gms,2016-02-18,1009,12.02.–17.02.,telefon,CDU/CSU,0.37
gms,2016-01-04,1008,28.12.–03.01.,telefon,CDU/CSU,0.39
gms,2015-11-19,1005,12.11.–18.11.,telefon,CDU/CSU,0.39
gms,2015-10-08,1014,01.10.–07.10.,telefon,CDU/CSU,0.4
gms,2015-09-17,1010,10.09.–16.09.,telefon,CDU/CSU,0.42
gms,2015-08-27,1013,20.08.–26.08.,telefon,CDU/CSU,0.42
gms,2015-07-23,1007,16.07.–22.07.,telefon,CDU/CSU,0.42
gms,2015-06-25,1012,18.06.–24.06.,telefon,CDU/CSU,0.42
gms,2015-05-15,1010,07.05.–13.05.,telefon,CDU/CSU,0.41
gms,2015-04-16,1015,09.04.–15.04.,telefon,CDU/CSU,0.42
gms,2015-03-24,1018,18.03.–23.03.,telefon,CDU/CSU,0.42
gms,2015-02-24,1007,18.02.–23.02.,telefon,CDU/CSU,0.42
gms,2015-01-20,1016,14.01.–19.01.,telefon,CDU/CSU,0.42
gms,2014-12-16,1005,10.12.–15.12.,telefon,CDU/CSU,0.42
gms,2014-11-25,1009,19.11.–24.11.,telefon,CDU/CSU,0.42
gms,2014-10-21,1016,15.10.–20.10.,telefon,CDU/CSU,0.41
gms,2014-09-23,1011,17.09.–22.09.,telefon,CDU/CSU,0.41
gms,2014-08-19,1007,13.08.–18.08.,telefon,CDU/CSU,0.41
gms,2014-07-22,1004,16.07.–21.07.,telefon,CDU/CSU,0.4
gms,2014-06-24,1007,17.06.–23.06.,telefon,CDU/CSU,0.39
gms,2014-05-13,1005,07.05.–12.05.,telefon,CDU/CSU,0.41
gms,2014-04-16,1008,10.04.–15.04.,telefon,CDU/CSU,0.41
gms,2014-03-18,1006,12.03.–17.03.,telefon,CDU/CSU,0.41
gms,2014-02-25,1005,19.02.–24.02.,telefon,CDU/CSU,0.41
gms,2014-01-21,1007,15.01.–20.01.,telefon,CDU/CSU,0.42
gms,2013-12-10,1004,04.12.–09.12.,telefon,CDU/CSU,0.43
gms,2013-11-19,1009,13.11.–18.11.,telefon,CDU/CSU,0.41
gms,2013-10-15,1010,09.10.–14.10.,telefon,CDU/CSU,0.42
gms,2013-09-10,1007,14.08.–19.08.,telefon,CDU/CSU,0.4
gms,2013-08-20,1008,10.07.–15.07.,telefon,CDU/CSU,0.41
gms,2013-07-16,1008,12.06.–17.06.,telefon,CDU/CSU,0.41
gms,2013-06-18,1006,10.05.–15.05.,telefon,CDU/CSU,0.41
gms,2013-05-16,1010,10.04.–15.04.,telefon,CDU/CSU,0.4
gms,2013-04-16,1003,13.03.–18.03.,telefon,CDU/CSU,0.42
gms,2013-03-19,1007,13.02.–18.02.,telefon,CDU/CSU,0.4
gms,2013-02-19,1005,23.01.–28.01.,telefon,CDU/CSU,0.4
gms,2013-01-29,1005,11.12.–14.12.,telefon,CDU/CSU,0.42
gms,2012-12-17,1006,16.11.–21.11.,telefon,CDU/CSU,0.4
gms,2012-11-22,1003,19.10.–24.10.,telefon,CDU/CSU,0.37
gms,2012-10-25,1003,14.09.–20.09.,telefon,CDU/CSU,0.38
gms,2012-09-21,1004,17.08.–22.08.,telefon,CDU/CSU,0.38
gms,2012-08-23,1003,18.07.–23.07.,telefon,CDU/CSU,0.36
gms,2012-07-24,1005,18.06.–21.06.,telefon,CDU/CSU,0.35
gms,2012-06-22,1004,16.05.–22.05.,telefon,CDU/CSU,0.34
gms,2012-05-23,1003,17.04.–22.04.,telefon,CDU/CSU,0.33
gms,2012-04-23,1004,16.03.–21.03.,telefon,CDU/CSU,0.35
gms,2012-03-22,1004,17.02.–22.02.,telefon,CDU/CSU,0.37
gms,2012-02-23,1001,20.01.–25.01.,telefon,CDU/CSU,0.38
gms,2012-01-26,1003,07.12.–12.12.,telefon,CDU/CSU,0.36
gms,2011-12-13,1004,18.11.–23.11.,telefon,CDU/CSU,0.34
gms,2011-11-24,1002,17.10.–20.10.,telefon,CDU/CSU,0.34
gms,2011-10-24,1004,15.09.–20.09.,telefon,CDU/CSU,0.33
gms,2011-09-21,1003,22.08.–24.08.,telefon,CDU/CSU,0.33
gms,2011-08-25,1004,18.07.–20.07.,telefon,CDU/CSU,0.34
gms,2011-07-21,1006,15.06.–20.06.,telefon,CDU/CSU,0.32
gms,2011-06-21,1003,16.05.–19.05.,telefon,CDU/CSU,0.33
gms,2011-05-20,1001,13.04.–18.04.,telefon,CDU/CSU,0.33
gms,2011-04-19,1002,15.03.–18.03.,telefon,CDU/CSU,0.33
gms,2011-03-21,1003,14.02.–17.02.,telefon,CDU/CSU,0.34
gms,2011-02-18,1004,18.01.–23.01.,telefon,CDU/CSU,0.34
gms,2011-01-24,1003,10.12.–15.12.,telefon,CDU/CSU,0.34
gms,2010-12-16,1000,09.11.–15.11.,telefon,CDU/CSU,0.33
gms,2010-11-16,1001,21.10.–26.10.,telefon,CDU/CSU,0.32
gms,2010-10-27,1002,13.09.–16.09.,telefon,CDU/CSU,0.32
gms,2010-09-17,1001,16.08.–19.08.,telefon,CDU/CSU,0.31
gms,2010-08-20,1007,15.07.–20.07.,telefon,CDU/CSU,0.31
gms,2010-07-21,1004,17.06.–22.06.,telefon,CDU/CSU,0.32
gms,2010-06-23,1002,14.05.–19.05.,telefon,CDU/CSU,0.32
gms,2010-05-20,1003,16.04.–21.04.,telefon,CDU/CSU,0.33
gms,2010-04-22,1006,19.03.–24.03.,telefon,CDU/CSU,0.35
gms,2010-03-25,1005,23.02.–27.02.,telefon,CDU/CSU,0.34
gms,2010-03-01,1004,13.01.–18.01.,telefon,CDU/CSU,0.35
gms,2010-01-19,1001,08.12.–11.12.,telefon,CDU/CSU,0.35
gms,2009-12-14,1002,13.11.–18.11.,telefon,CDU/CSU,0.35
gms,2009-11-19,1001,19.10.–22.10.,telefon,CDU/CSU,0.35
gms,2009-10-23,1002,30.04.–03.05.,telefon,CDU/CSU,0.35
dimap,2017-05-18,1017,16.05.–17.05.,keineangabe,CDU/CSU,0.38
dimap,2017-05-11,1500,08.05.–10.05.,keineangabe,CDU/CSU,0.37
dimap,2017-04-20,934,18.04.–19.04.,keineangabe,CDU/CSU,0.35
dimap,2017-04-13,1502,10.04.–12.04.,keineangabe,CDU/CSU,0.34
dimap,2017-03-23,1023,20.03.–22.03.,keineangabe,CDU/CSU,0.32
dimap,2017-03-09,1502,06.03.–08.03.,keineangabe,CDU/CSU,0.32
dimap,2017-02-23,1047,20.02.–22.02.,keineangabe,CDU/CSU,0.31
dimap,2017-02-02,1506,30.01.–01.02.,keineangabe,CDU/CSU,0.34
dimap,2017-01-27,1029,24.01.–25.01.,keineangabe,CDU/CSU,0.35
dimap,2017-01-05,1505,02.01.–04.01.,keineangabe,CDU/CSU,0.37
dimap,2016-12-16,1005,12.12.–14.12.,keineangabe,CDU/CSU,0.36
dimap,2016-12-08,1504,05.12.–07.12.,keineangabe,CDU/CSU,0.35
dimap,2016-11-18,1014,14.11.–16.11.,keineangabe,CDU/CSU,0.32
dimap,2016-11-03,1505,31.10.–02.11.,keineangabe,CDU/CSU,0.33
dimap,2016-10-20,1018,18.10.–19.10.,keineangabe,CDU/CSU,0.33
dimap,2016-10-06,1503,04.10.–05.10.,keineangabe,CDU/CSU,0.33
dimap,2016-09-23,1018,19.09.–21.09.,keineangabe,CDU/CSU,0.32
dimap,2016-09-01,1504,29.08.–31.08.,keineangabe,CDU/CSU,0.33
dimap,2016-08-26,1008,23.08.–24.08.,keineangabe,CDU/CSU,0.33
dimap,2016-08-04,1503,01.08.–03.08.,keineangabe,CDU/CSU,0.34
dimap,2016-07-15,1037,12.07.–13.07.,keineangabe,CDU/CSU,0.33
dimap,2016-07-07,1504,04.07.–06.07.,keineangabe,CDU/CSU,0.34
dimap,2016-06-17,1000,13.06.–15.06.,keineangabe,CDU/CSU,0.31
dimap,2016-06-02,1506,30.05.–01.06.,keineangabe,CDU/CSU,0.32
dimap,2016-05-20,1015,17.05.–18.05.,keineangabe,CDU/CSU,0.32
dimap,2016-05-04,1503,02.05.–03.05.,keineangabe,CDU/CSU,0.33
dimap,2016-04-22,1011,18.04.–20.04.,keineangabe,CDU/CSU,0.33
dimap,2016-04-07,1505,04.04.–06.04.,keineangabe,CDU/CSU,0.34
dimap,2016-03-24,1000,21.03.–22.03.,keineangabe,CDU/CSU,0.34
dimap,2016-02-29,1505,26.02.–27.02.,keineangabe,CDU/CSU,0.36
dimap,2016-02-26,1028,23.02.–24.02.,keineangabe,CDU/CSU,0.37
dimap,2016-02-03,1504,01.02.–02.02.,keineangabe,CDU/CSU,0.35
dimap,2016-01-15,1027,12.01.–13.01.,keineangabe,CDU/CSU,0.37
dimap,2016-01-07,1504,05.01.–07.01.,keineangabe,CDU/CSU,0.39
dimap,2015-12-18,1021,14.12.–16.12.,keineangabe,CDU/CSU,0.38
dimap,2015-12-03,1503,30.11.–01.12.,keineangabe,CDU/CSU,0.37
dimap,2015-11-20,1851,16.11.–19.11.,keineangabe,CDU/CSU,0.37
dimap,2015-11-05,1503,02.11.–04.11.,keineangabe,CDU/CSU,0.37
dimap,2015-10-23,1000,19.10.–21.10.,keineangabe,CDU/CSU,0.38
dimap,2015-10-01,1501,28.09.–30.09.,keineangabe,CDU/CSU,0.4
dimap,2015-09-11,1021,07.09.–09.09.,keineangabe,CDU/CSU,0.42
dimap,2015-09-03,1501,31.08.–02.09.,keineangabe,CDU/CSU,0.42
dimap,2015-08-14,1033,11.08.–12.08.,keineangabe,CDU/CSU,0.42
dimap,2015-07-30,1504,27.07.–29.07.,keineangabe,CDU/CSU,0.42
dimap,2015-07-17,1029,14.07.–15.07.,keineangabe,CDU/CSU,0.41
dimap,2015-07-02,1501,29.06.–01.07.,keineangabe,CDU/CSU,0.4
dimap,2015-06-19,1001,15.06.–17.06.,keineangabe,CDU/CSU,0.4
dimap,2015-06-03,1503,01.06.–02.06.,keineangabe,CDU/CSU,0.4
dimap,2015-05-21,1011,18.05.–20.05.,keineangabe,CDU/CSU,0.41
dimap,2015-05-07,1506,04.05.–06.05.,keineangabe,CDU/CSU,0.4
dimap,2015-04-24,1002,20.04.–22.04.,keineangabe,CDU/CSU,0.41
dimap,2015-04-02,1501,30.03.–01.04.,keineangabe,CDU/CSU,0.41
dimap,2015-03-13,1000,10.03.–11.03.,keineangabe,CDU/CSU,0.41
dimap,2015-03-05,1506,02.03.–04.03.,keineangabe,CDU/CSU,0.41
dimap,2015-02-13,1023,10.02.–11.02.,keineangabe,CDU/CSU,0.42
dimap,2015-02-05,1503,02.02.–04.02.,keineangabe,CDU/CSU,0.41
dimap,2015-01-16,1017,12.01.–14.01.,keineangabe,CDU/CSU,0.41
dimap,2015-01-08,1506,05.01.–07.01.,keineangabe,CDU/CSU,0.41
dimap,2014-12-19,1006,15.12.–17.12.,keineangabe,CDU/CSU,0.42
dimap,2014-12-04,1502,01.12.–03.12.,keineangabe,CDU/CSU,0.4
dimap,2014-11-21,1023,17.11.–19.11.,keineangabe,CDU/CSU,0.41
dimap,2014-11-06,1504,03.11.–05.11.,keineangabe,CDU/CSU,0.41
dimap,2014-10-24,1022,20.10.–22.10.,keineangabe,CDU/CSU,0.4
dimap,2014-10-02,1502,29.09.–01.10.,keineangabe,CDU/CSU,0.41
dimap,2014-09-26,1008,22.09.–24.09.,keineangabe,CDU/CSU,0.39
dimap,2014-09-04,1503,01.09.–03.09.,keineangabe,CDU/CSU,0.4
dimap,2014-08-29,1027,26.08.–27.08.,keineangabe,CDU/CSU,0.42
dimap,2014-08-07,1503,04.08.–06.08.,keineangabe,CDU/CSU,0.41
dimap,2014-07-18,1008,15.07.–16.07.,keineangabe,CDU/CSU,0.4
dimap,2014-07-03,1505,30.06.–02.07.,keineangabe,CDU/CSU,0.39
dimap,2014-06-20,1000,17.06.–18.06.,keineangabe,CDU/CSU,0.39
dimap,2014-06-05,1504,02.06.–04.06.,keineangabe,CDU/CSU,0.38
dimap,2014-05-16,1500,12.05.–14.05.,keineangabe,CDU/CSU,0.39
dimap,2014-04-30,1600,28.04.–29.04.,keineangabe,CDU/CSU,0.4
dimap,2014-04-25,1008,22.04.–23.04.,keineangabe,CDU/CSU,0.41
dimap,2014-04-03,1506,31.03.–02.04.,keineangabe,CDU/CSU,0.41
dimap,2014-03-28,1000,25.03.–26.03.,keineangabe,CDU/CSU,0.41
dimap,2014-03-06,1515,04.03.–05.03.,keineangabe,CDU/CSU,0.42
dimap,2014-02-28,1026,24.02.–26.02.,keineangabe,CDU/CSU,0.4
dimap,2014-02-06,1536,03.02.–05.02.,keineangabe,CDU/CSU,0.41
dimap,2014-01-31,1014,27.01.–29.01.,keineangabe,CDU/CSU,0.42
dimap,2014-01-09,1559,06.01.–08.01.,keineangabe,CDU/CSU,0.41
dimap,2013-12-20,1000,17.12.–18.12.,keineangabe,CDU/CSU,0.42
dimap,2013-12-05,1523,02.12.–04.12.,keineangabe,CDU/CSU,0.43
dimap,2013-11-22,1006,19.11.–20.11.,keineangabe,CDU/CSU,0.42
dimap,2013-11-07,1520,04.11.–06.11.,keineangabe,CDU/CSU,0.42
dimap,2013-10-25,1028,21.10.–23.10.,keineangabe,CDU/CSU,0.4
dimap,2013-10-10,1503,07.10.–09.10.,keineangabe,CDU/CSU,0.42
insa,2017-05-22,2042,19.05.–22.05.,online,CDU/CSU,0.365
insa,2017-05-16,2037,12.05.–15.05.,online,CDU/CSU,0.36
insa,2017-05-09,2067,05.05.–08.05.,online,CDU/CSU,0.35
insa,2017-05-02,2035,28.04.–02.05.,online,CDU/CSU,0.34
insa,2017-04-25,2041,21.04.–24.04.,online,CDU/CSU,0.34
insa,2017-04-19,2038,14.04.–18.04.,online,CDU/CSU,0.34
insa,2017-04-10,2030,07.04.–10.04.,online,CDU/CSU,0.33
insa,2017-04-03,2033,31.03.–03.04.,online,CDU/CSU,0.32
insa,2017-03-27,2034,24.03.–27.03.,online,CDU/CSU,0.32
insa,2017-03-20,1933,17.03.–20.03.,online,CDU/CSU,0.31
insa,2017-03-13,2051,10.03.–13.03.,online,CDU/CSU,0.31
insa,2017-03-07,2022,03.03.–06.03.,online,CDU/CSU,0.305
insa,2017-02-28,2004,24.02.–27.02.,online,CDU/CSU,0.305
insa,2017-02-21,2030,17.02.–20.02.,online,CDU/CSU,0.315
insa,2017-02-13,2028,10.02.–13.02.,online,CDU/CSU,0.3
insa,2017-02-06,2042,03.02.–06.02.,online,CDU/CSU,0.3
insa,2017-02-02,2088,27.01.–30.01.,online,CDU/CSU,NA
insa,2017-01-30,1992,20.01.–23.01.,online,CDU/CSU,0.325
insa,2017-01-23,2031,13.01.–16.01.,online,CDU/CSU,0.325
insa,2017-01-17,2054,06.01.–09.01.,online,CDU/CSU,0.335
insa,2017-01-09,2099,30.12.–02.01.,online,CDU/CSU,0.32
insa,2017-01-03,2083,21.12.–23.12.,online,CDU/CSU,0.32
insa,2016-12-23,2116,16.12.–19.12.,online,CDU/CSU,0.315
insa,2016-12-20,1455,09.12.–12.12.,online,CDU/CSU,0.33
